Genome ID	Genome Name	Organism Name	NCBI Taxon ID	Genome Status	Strain	Serovar	Biovar	Pathovar	MLST	Other Typing	Culture Collection	Type Strain	Completion Date	Publication	BioProject Accession	BioSample Accession	Assembly Accession	SRA Accession	GenBank Accessions	RefSeq Accessions	Sequencing Centers	Sequencing Status	Sequencing Platform	Sequencing Depth	Assembly Method	Chromosomes	Plasmids	Contigs	Genome Length	GC Content	PATRIC CDS	RefSeq CDS	Isolation Site	Isolation Source	Isolation Comments	Collection Date	Isolation Country	Geographic Location	Latitude	Longitude	Altitude	Depth	Other Environmental	Host Name	Host Gender	Host Age	Host Health	Body Sample Site	Body Sample Subsite	Other Clinical	AntiMicrobial Resistance	AntiMicrobial Resistance Evidence	Gram Stain	Cell Shape	Motility	Sporulation	Temperature Range	Optimal Temperature	Salinity	Oxygen Requirement	Habitat	Disease	Comments	Additional Metadata	Coarse Consistency	Fine Consistency	Checkm Completeness	Checkm Contamination	Genome Quality Flags	Genome Quality	Date Inserted	Date Modified
"1685.48"	"Bifidobacterium breve strain BR-I29"		1685	"WGS"	"BR-I29"								"2016-07-09T00:00:00Z"	"27340092"	"PRJDB4597"	"SAMD00047607"	"GCF_001685925.1"		"BCXW00000000"		"Gastrointestinal Symbiosis, Basic Research, Yakult Central Institute"		"Illumina MiSeq"	"80x"	"ABySS v. 1.3.5"			39	2249921	58.69	1972			"infant feces"	"isolated from infant feces by using bifidobacteria-specific TOS propionate agar plates supplemented with 50 mg/L mupirocin"		"Japan"	"Japan"					"env_biome:not applicable"	"Human, Homo sapiens"																			"PRJDB4041 has been replaced by PRJDB4597. The strains were isolated from infant feces by using bifidobacteria-specific TOS propionate agar plates supplemented with 50 mg/L mupirocin. The draft genomes of the strains were sequenced with the MiSeq sequencing platform. Multiplexed shotgun libraries were constructed using the Nextera XT DNA Sample Prep Kit v2. The resulting paired-end sequence reads (250 bp ? 2) were assembled into contigs using the assembly software ABySS 1.3.5."		99.7	99.6	100			"Good"	"2016-09-11T13:45:10.759Z"	"2016-09-11T13:45:10.759Z"
"1685.49"	"Bifidobacterium breve strain BR-L29"		1685	"WGS"	"BR-L29"								"2016-07-09T00:00:00Z"	"27340092"	"PRJDB4597"	"SAMD00047608"	"GCF_001685945.1"		"BCXX00000000"		"Gastrointestinal Symbiosis, Basic Research, Yakult Central Institute"		"Illumina MiSeq"	"200x"	"ABySS v. 1.3.5"			44	2344657	59	2094			"infant feces"	"isolated from infant feces by using bifidobacteria-specific TOS propionate agar plates supplemented with 50 mg/L mupirocin"		"Japan"	"Japan"					"env_biome:not applicable"	"Human, Homo sapiens"																			"PRJDB4041 has been replaced by PRJDB4597. The strains were isolated from infant feces by using bifidobacteria-specific TOS propionate agar plates supplemented with 50 mg/L mupirocin. The draft genomes of the strains were sequenced with the MiSeq sequencing platform. Multiplexed shotgun libraries were constructed using the Nextera XT DNA Sample Prep Kit v2. The resulting paired-end sequence reads (250 bp ? 2) were assembled into contigs using the assembly software ABySS 1.3.5."		99.9	99.7	100			"Good"	"2016-09-11T13:47:53.010Z"	"2016-09-11T13:47:53.010Z"
"1685.499"	"Bifidobacterium breve strain SC95"		1685	"WGS"	"SC95"								"2019-07-02T00:00:00Z"		"PRJNA550109"	"SAMN12108292"	"GCA_006546585.1"		"VIBP00000000"		"University of California Davis"		"Illumina HiSeq 2000"	"6.0x"	"CLC NGS Cell v. May 2012"			27	2331551	58.6668	2126	2052		"feces"		"2012-05-22"	"USA"	"USA"			"4 m"			"Human, Homo sapiens"																			"Sequencing of Bifidobacterium breve SC95 genome"	"sample_type:selective culture;biomaterial_provider:David A Mills lab, University of California Davis;collected_by:University of California Davis"	100	99.5				"Good"	"2019-09-30T14:24:00.329Z"	"2019-09-30T14:24:00.329Z"
"1685.500"	"Bifidobacterium breve strain INIA P734"		1685	"WGS"	"INIA P734"								"2019-06-24T00:00:00Z"		"PRJEB32824"	"SAMEA5675151"	"GCA_901980275.1"		"CABFNK000000000"		"UVEG"							50	2391925	58.83269	2142	2031		"human breast milk"		"2008"	"Spain"	"Spain"						"Human, Homo sapiens"																			"Bifidobacterium breve INIA P734 was isolated from human breast milk by department of Food Technology at the National Institute for Agricultural and Food Research and Technology (INIA) (Spain), and has been investigated for its probiotic potential"		99.9	99.5				"Good"	"2019-10-03T00:00:34.257Z"	"2019-10-03T00:00:34.257Z"
"1685.514"	"Bifidobacterium breve strain BIO6018"		1685	"WGS"	"BIO6018"								"2019-10-07T00:00:00Z"		"PRJNA574342"	"SAMN12856546"	"GCA_008868405.1"		"WBNS00000000"		"Bioprox"		"Illumina Miseq"	"87.8x"	"SPAdes v. 3.13.1"			18	2261339	58.87171	2070	2012		"intestine"										"Human, Homo sapiens"																			"Investigation of probiotic properties of different lactic acid bacteria"	"sample_type:whole organism"	99.5	99.2				"Good"	"2019-10-27T20:56:06.351Z"	"2019-10-27T20:56:06.351Z"
"1685.520"	"Bifidobacterium breve strain IDCC4401"		1685	"Complete"	"IDCC4401"								"2019-10-31T00:00:00Z"		"PRJNA579060"	"SAMN13091495"	"GCA_009429085.1"		"CP045532"		"Research Laboratories, Ildong Pharmaceutical"		"PacBio; Illumina MiSeq"	"422.63x"	"HGAP v. 3.0"	1		1	2452339	58.701782	2224	2118		"Infant feces"		"2019-10"	"South Korea"	"South Korea: Hwaseong"						"Human, Homo sapiens"																			"Genome sequence of Bifidobacterium breve IDCC4401"	"sample_type:Single cell"	99.9	99.8				"Good"	"2019-11-25T11:50:25.498Z"	"2019-11-25T11:50:25.498Z"
"1685.526"	"Bifidobacterium breve strain JR01"		1685	"Complete"	"JR01"								"2020-01-27T00:00:00Z"		"PRJNA489428"	"SAMN09977286"	"GCA_009931415.1"		"CP040931"		"University of Florida"		"Oxford Nanopore GridION"	"200.0x"	"Canu v. 1.8"	1		1	2304912	58.870102	2099	2005		"stool"		"01-Feb-2000"	"Sweden"	"Sweden"						"Human, Homo sapiens"																			"Genome sequencing and assembly of isolates from the ABIS cohort"	"sample_type:Bacterial culture"	98.8	97.7				"Good"	"2020-02-02T11:47:11.442Z"	"2020-02-02T11:47:11.442Z"
"1685.55"	"Bifidobacterium breve strain Bifido_10"		1685	"WGS"	"Bifido_10"								"2017-02-08T00:00:00Z"		"PRJEB18553"	"SAMEA51822418"	"GCF_900157105.1"		"FTRL00000000"		"University of Tromso"							41	2378038	58.5	2120			"patients (n=15) from 9 Norwegian hospital laboratories"	"recovered from patients (n=15) from 9 Norwegian hospital laboratories"									"Human, Homo sapiens"																			"Over a 2-year period, 15 blood culture isolates of Bifidobacterium spp. were recovered from patients (n=15) from 9 Norwegian hospital laboratories. The clinical outcomes of the patients and their antimicrobial treatments were registered."		99.9	99.4	100	1.1		"Good"	"2017-03-20T09:21:29.930Z"	"2017-03-20T09:21:29.930Z"
"1685.56"	"Bifidobacterium breve strain Bifido_07"		1685	"WGS"	"Bifido_07"								"2017-02-08T00:00:00Z"		"PRJEB18553"	"SAMEA51820168"	"GCF_900157125.1"		"FTRK00000000"		"University of Tromso"							17	2343874	58.8	2089			"patients (n=15) from 9 Norwegian hospital laboratories"	"recovered from patients (n=15) from 9 Norwegian hospital laboratories"									"Human, Homo sapiens"																			"Over a 2-year period, 15 blood culture isolates of Bifidobacterium spp. were recovered from patients (n=15) from 9 Norwegian hospital laboratories. The clinical outcomes of the patients and their antimicrobial treatments were registered."		99.9	99.7	100			"Good"	"2017-03-20T09:21:36.783Z"	"2017-03-20T09:21:36.783Z"
"1685.568"	"Bifidobacterium breve strain JTL"		1685	"Complete"	"JTL"								"2020-06-04T00:00:00Z"		"PRJNA635210"	"SAMN15028705"	"GCA_013267755.1"		"CP053940"		"KHEPRIOME"		"PacBio"	"98.0x"	"Celera Assembler v. Canu ver. 1.7"	1		1	2289549	58.525894	1947			"infant feces"		"24-Aug-2017"	"South Korea"	"South Korea"						"Human, Homo sapiens"																			"development of novel potentially probiotic"	"sample_type:feces"	98.7	98.2				"Good"	"2020-07-01T03:49:05.289Z"	"2020-07-01T03:49:05.289Z"
"1685.59"	"Bifidobacterium breve strain CECT7263"		1685	"WGS"	"CECT7263"								"2017-03-14T00:00:00Z"		"PRJNA377846"	"SAMN06473336"	"GCA_002027265.1"		"MWVR00000000"									25	2330408	58.9	2069	1989		"milk"			"Spain"	"Spain"						"Human, Homo sapiens"																					99.9	99.5	100	0.4		"Good"	"2017-05-27T11:20:56.262Z"	"2017-05-27T11:20:56.262Z"
"1685.595"	"Bifidobacterium breve strain 142"		1685	"WGS"	"142"								"1900-01-01T00:00:00Z"		"PRJNA551110"	"SAMN12139126"			"VIDR00000000"		"CSIR-Institute of Microbial Technology"		"Illumina MiSeq"	"374.0x"	"CLC v. 10"			69	2413974	58.55784	2206	2127		"feces from healthy newborn"		"2013"	"India"	"India"						"Human, Homo sapiens"																			"Whole genome sequencing of a probiotic strain"	"sample_type:whole organism"	99.4	98.5				"Good"	"2020-11-28T23:45:51.705Z"	"2020-11-28T23:45:51.705Z"
"1685.596"	"Bifidobacterium breve strain UBG073"		1685	"WGS"	"UBG073"								"2020-10-05T00:00:00Z"		"PRJNA482729"	"SAMN09684644"	"GCA_014847835.1"		"RKEL00000000"		"SAHMRI"		"Illumina HiSeq"	"90.15x"	"MetaBAT v. 0.32.4"			199	2309569	58.756634	2215	2133		"stool"		"2012"	"India"	"India: Tamil Nadu"						"Human, Homo sapiens"																			"Normal growth and development in infancy and childhood are intimately linked to an intact intestine and absorptive system. A high prevalence of growth retardation in low-income countries has been linked to a dysfunction of the intestine termed environmental enteropathy (EE). We hypothesized that children living in a contaminated environment would tolerate RS food supplements, that they would ferment the RS to SCFA, and that the supplemental feeds would have an impact on the fecal microbiome. In this study, we thus compared a naturally occurring RS with a modified (acetylated) RS in a crossover manner, and also evaluated the differences between normally growing and stunted children."	"sample_type:metagenomic assembly"	97	91.4				"Good"	"2020-11-29T04:19:27.072Z"	"2020-11-29T04:19:27.072Z"
"1685.597"	"Bifidobacterium breve strain BSD2780061688_150302_F6"		1685	"WGS"	"BSD2780061688_150302_F6"								"2020-11-17T00:00:00Z"		"PRJNA637878"	"SAMN15532701"			"JADMWA000000000"		"Icahn School of Medicine at Mount Sinai"		"Illumina HiSeq"	"69.36x"	"SPAdes v. 3.10.1"			5	2318538	58.699383	2051			"stool"	"isolated bacterial strains from donors who provided their samples for Fecal Transplantation (FMT) to several patients with different diseases"	"2015-03-02"	"USA"	"USA"						"Human, Homo sapiens"																			"We isolated bacterial strains from donors who provided their samples for Fecal Transplantation (FMT) to several patients with different diseases. We then tracked these strains in corresponding patients using their fecal metagenomics data and our novel algorithm, to understand bacterial dynamics post FMT. In the accompanying manuscript, we also describe how bacterial strain engraftment in patients post-FMT can predict clinical outcome."	"sample_type:whole organism"	99.8	99.6				"Good"	"2020-11-30T15:10:16.726Z"	"2020-11-30T15:10:16.726Z"
"1685.598"	"Bifidobacterium breve strain 1001270B_150601_B2"		1685	"WGS"	"1001270B_150601_B2"								"2020-11-17T00:00:00Z"		"PRJNA637878"	"SAMN15533280"			"JADNJI000000000"		"Icahn School of Medicine at Mount Sinai"		"Illumina HiSeq"	"25.77x"	"SPAdes v. 3.10.1"			9	2259724	58.58206	1938			"stool"	"isolated bacterial strains from donors who provided their samples for Fecal Transplantation (FMT) to several patients with different diseases"	"2015-06-01"	"USA"	"USA"						"Human, Homo sapiens"																			"We isolated bacterial strains from donors who provided their samples for Fecal Transplantation (FMT) to several patients with different diseases. We then tracked these strains in corresponding patients using their fecal metagenomics data and our novel algorithm, to understand bacterial dynamics post FMT. In the accompanying manuscript, we also describe how bacterial strain engraftment in patients post-FMT can predict clinical outcome."	"sample_type:whole organism"	99.9	99.6				"Good"	"2020-11-30T16:05:29.833Z"	"2020-11-30T16:05:29.833Z"
"1685.60"	"Bifidobacterium breve strain 1900B"		1685	"WGS"	"1900B"								"2017-03-31T00:00:00Z"		"PRJNA379831"	"SAMN06621718"	"GCA_002075865.1"		"NAPZ00000000"									22	2287865	58.59	1999	1910		"Infant Stool"			"Italy"	"Italy"						"Human, Homo sapiens"																					99.9	99.7	100			"Good"	"2017-05-28T05:56:53.599Z"	"2017-05-28T05:56:53.599Z"
"1685.61"	"Bifidobacterium breve strain 1891B"		1685	"WGS"	"1891B"								"2017-03-31T00:00:00Z"		"PRJNA379831"	"SAMN06621711"	"GCA_002076055.1"		"NAQG00000000"									38	2418976	59.05	2225	2115		"Infant Stool"			"Italy"	"Italy"						"Human, Homo sapiens"																					99.7	99.5	100			"Good"	"2017-05-28T05:52:21.808Z"	"2017-05-28T05:52:21.808Z"
"1685.610"	"Bifidobacterium breve strain BSD2780061687_150420_F12"		1685	"WGS"	"BSD2780061687_150420_F12"								"2020-11-23T00:00:00Z"		"PRJNA637878"	"SAMN15533095"			"JADPEI010000010,JADPEI010000011,JADPEI010000012,JADPEI010000013,JADPEI010000014,JADPEI010000015,JADPEI010000016"		"Icahn School of Medicine at Mount Sinai"		"Illumina HiSeq"	"43.19x"	"SPAdes v. 3.10.1"			30	2398304	58.59203	2158			"stool"	"isolated bacterial strains from donors who provided their samples for Fecal Transplantation (FMT) to several patients with different diseases"	"2015-04-20"	"USA"	"USA"						"Human, Homo sapiens"																			"We isolated bacterial strains from donors who provided their samples for Fecal Transplantation (FMT) to several patients with different diseases. We then tracked these strains in corresponding patients using their fecal metagenomics data and our novel algorithm, to understand bacterial dynamics post FMT. In the accompanying manuscript, we also describe how bacterial strain engraftment in patients post-FMT can predict clinical outcome."	"sample_type:whole organism"	99.9	99.5				"Good"	"2021-01-02T05:43:50.902Z"	"2021-01-02T05:43:50.902Z"
"1685.611"	"Bifidobacterium breve strain 1001285H_161024_A11"		1685	"WGS"	"1001285H_161024_A11"								"2020-11-23T00:00:00Z"		"PRJNA637878"	"SAMN15533163"			"JADPFE010000010,JADPFE010000011,JADPFE010000012,JADPFE010000013,JADPFE010000014,JADPFE010000015,JADPFE010000016"		"Icahn School of Medicine at Mount Sinai"		"Illumina HiSeq"	"35.12x"	"SPAdes v. 3.10.1"			24	2307939	58.801678	2057			"stool"	"isolated bacterial strains from donors who provided their samples for Fecal Transplantation (FMT) to several patients with different diseases"	"2016-10-24"	"USA"	"USA"						"Human, Homo sapiens"																			"We isolated bacterial strains from donors who provided their samples for Fecal Transplantation (FMT) to several patients with different diseases. We then tracked these strains in corresponding patients using their fecal metagenomics data and our novel algorithm, to understand bacterial dynamics post FMT. In the accompanying manuscript, we also describe how bacterial strain engraftment in patients post-FMT can predict clinical outcome."	"sample_type:whole organism"	99.9	99.3				"Good"	"2021-01-01T16:35:08.833Z"	"2021-01-01T16:35:08.833Z"
"1685.612"	"Bifidobacterium breve strain 1001287H_170206_A8"		1685	"WGS"	"1001287H_170206_A8"								"2020-11-23T00:00:00Z"		"PRJNA637878"	"SAMN15532833"	"GCA_015670155.1"		"JADPBI010000010,JADPBI010000011,JADPBI010000012,JADPBI010000013,JADPBI010000014,JADPBI010000015,JADPBI010000016"		"Icahn School of Medicine at Mount Sinai"		"Illumina HiSeq"	"95.38x"	"SPAdes v. 3.10.1"			21	2212213	58.748547	1885			"stool"	"isolated bacterial strains from donors who provided their samples for Fecal Transplantation (FMT) to several patients with different diseases"	"2017-02-06"	"USA"	"USA"						"Human, Homo sapiens"																			"We isolated bacterial strains from donors who provided their samples for Fecal Transplantation (FMT) to several patients with different diseases. We then tracked these strains in corresponding patients using their fecal metagenomics data and our novel algorithm, to understand bacterial dynamics post FMT. In the accompanying manuscript, we also describe how bacterial strain engraftment in patients post-FMT can predict clinical outcome."	"sample_type:whole organism"	98.5	98.5				"Good"	"2021-01-01T16:41:19.894Z"	"2021-01-01T16:41:19.894Z"
"1685.613"	"Bifidobacterium breve strain PRL2020"		1685	"WGS"	"PRL2020"								"1900-01-01T00:00:00Z"		"PRJNA666301"	"SAMN16287677"			"JACZEM000000000"		"University of Parma"		"Illumina MiSeq"	"388x"	"SPAdes v. 3.14.0"			6	2426298	59.082684	2207	2077		"Fecal sample"		"2018"	"Italy"	"Italy"						"Human, Homo sapiens"																			"Genome sequencing of four Bifidobacterium strains"		99.7	99.4				"Good"	"2021-02-01T06:01:22.163Z"	"2021-02-01T06:01:22.163Z"
"1685.614"	"Bifidobacterium breve strain M1D"		1685	"WGS"	"M1D"								"1900-01-01T00:00:00Z"		"PRJNA666301"	"SAMN16287678"			"JACZEL000000000"		"University of Parma"		"Illumina MiSeq"	"72x"	"SPAdes v. 3.14.0"			7	2421612	59.06096	2209	2073		"Fecal sample"		"2019"	"Italy"	"Italy"						"Human, Homo sapiens"																			"Genome sequencing of four Bifidobacterium strains"		99.8	99.6				"Good"	"2021-02-01T06:01:53.722Z"	"2021-02-01T06:01:53.722Z"
"1685.62"	"Bifidobacterium breve strain 1889B"		1685	"WGS"	"1889B"								"2017-03-31T00:00:00Z"		"PRJNA379831"	"SAMN06621709"	"GCA_002076075.1"		"NAQI00000000"									22	2344818	58.79	2085	1972		"Infant Stool"			"Italy"	"Italy"						"Human, Homo sapiens"																					99.7	99.5	100			"Good"	"2017-05-28T05:58:34.589Z"	"2017-05-28T05:58:34.589Z"
"1685.66"	"Bifidobacterium breve strain 7E"		1685	"WGS"	"7E"								"2017-08-28T00:00:00Z"	"28837128"	"PRJNA349793"	"SAMN05933031"	"GCA_002271275.1"		"MNLA00000000"		"University of Parma"		"Illumina MiSeq"	"95x"	"Mira v. 4.0.2"			17	2270860	58.58	1951	1867		"Fecal sample"		"06-Sep-2016"	"Italy"	"Italy"						"Human, Homo sapiens"																			"Genome sequencing and assembly of Bifidobacterium breve 7E"		99.9	99.7	100			"Good"	"2017-09-28T21:14:39.967Z"	"2017-09-28T21:14:39.967Z"
"1685.73"	"Bifidobacterium breve strain DRBB26"		1685	"Complete"	"DRBB26"								"2017-12-13T00:00:00Z"		"PRJNA384072"	"SAMN06827973"	"GCA_002838225.1"		"CP021390"		"University College Cork"		"PacBio"	"335.0x"	"SMRT Analysis v. Jan 2016"	1		1	2396387	58.55	2102	1978		"infant"		"2014-10-01"	"Netherlands"	"Netherlands"						"Human, Homo sapiens"																			"Bifidobacterium breve infant isolate"	"sample_type:Genome"	99.9	99.7	100			"Good"	"2018-01-01T05:22:10.097Z"	"2018-01-01T05:22:10.097Z"
"1685.74"	"Bifidobacterium breve strain NRBB01"		1685	"Complete"	"NRBB01"								"2017-12-13T00:00:00Z"		"PRJNA384038"	"SAMN06827008"	"GCA_002838245.1"		"CP021384"		"University College Cork"		"PacBio"	"536.0x"	"SMRT Analysis v. Jan-2016"	1		1	2269404	58.89	2020	1902				"2014-10-01"	"Netherlands"	"Netherlands"						"Human, Homo sapiens"																			"Bifidobacterium breve infant isolate"	"sample_type:Genome"	99.8	99.5	100	0.6		"Good"	"2018-01-01T05:21:31.047Z"	"2018-01-01T05:21:31.047Z"
